0.001,212
0.003,211.9
0.005,211.5
0.007,210.8
0.009,210.6
0.009,210.6
0.011,210.4
0.013,210.2
0.016,209.9
0.022,209.1
0.027,208.1
0.032,207.3
0.037,206.4
0.048,204.5
0.057,203.2
0.066,202
0.073,200
0.082,198.7
0.098,196.4
0.109,194.6
0.118,193.1
0.128,191.2
0.147,188.5
0.16,186.2
0.173,184.4
0.185,182.5
0.196,180.4
0.217,177.2
0.231,175
0.244,172.2
0.256,170.3
0.277,166.6
0.292,163.9
0.295,163.3
0.32,159.9
